REF_AREA,REF_AREA_LABEL,TIME_PERIOD,time_date,STRATUM,STRATUM_LABEL,WB_BPS_ACCESS,WB_BPS_ARREARS,WB_BPS_CHANGE_SALES,WB_BPS_DROPSALES,WB_BPS_EXPECTATIONS_SALES,WB_BPS_PLANTS_ABSENCE,WB_BPS_PLANTS_FIRED,WB_BPS_PLANTS_HOURS_CUT,WB_BPS_PLANTS_WAGES_CUT,WB_BPS_RCV_POLICY,WB_BPS_REMOTE_WORKERS,WB_BPS_USE_DIGITAL,WB_BPS_ONLINE_SALES,WB_BPS_ORDERS_CANCEL,WB_BPS_STOP_SELL,WB_BPS_PROTOCOL_1,WB_BPS_PROTOCOL_2,WB_BPS_PROTOCOL_3,WB_BPS_PROTOCOL_4,WB_BPS_PROTOCOL_5,protocols_mean,ACI,change_sales_stress,CSI,ACI_l1,support_l1
KHM,Cambodia,2021-05,2021-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),9.15,33.87,,,,43.85,9.91,11.73,15.93,6.095,,,,,,,,,,,,,,-0.286295123310654,,
KHM,Cambodia,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),14.69,42.38,,,,,,,,,4.94,39.29,10.87,,,,,,,,,-0.595771810661729,,,-0.595771810661729,
KHM,Cambodia,2020-09,2020-09-01,WB_BPS_SIZE_S,Size: Small (5-19),14.69,27.1,,,,,,,,,,53.74,10.05,,,,,,,,,-0.26440712487409,,,-0.595771810661729,
KHM,Cambodia,2021-05,2021-05-01,WB_BPS_SIZE_S,Size: Small (5-19),14.69,27.59,,,,38.13,3.2,18.88,20.72,6.09,5.97,65.68,22.75,,,,,,,,,0.185895644734152,,-0.365777269948141,-0.26440712487409,
LBR,Liberia,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),1,,-43.21,94.25,,,,,,,,,,,,,,,,,,,43.21,,,
LBR,Liberia,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),1.64,,-43.21,93.44,,,,,,,,,3.07,,,,,,,,,,43.21,,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SIZE_L,Size: Large (100+),40.49,32,-48.02,79.17,,86,8,46,18,,,,,,,,,,,,,,48.02,0.491042154368032,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SIZE_L,Size: Large (100+),40.49,42.39,-25.82,64.02,-5.25,,12.38,,,14.345,,39.24,,24.48,17.83,,,,,,,,25.82,-0.48882349756564,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SIZE_M,Size: Medium (20-99),37.26,73.21,-70.62,92.86,,75,5.36,33.93,21.43,,,,,,,,,,,,,,70.62,0.89294003263962,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),37.26,62.57,-52.24,88.06,-25.31,,6.92,,,11.6066666666667,,23.92,,35.48,,,,,,,,,52.24,0.47784306677951,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),18.22,73.08,-80.49,95.77,,43.08,1.92,18.08,20.77,,,,,,,,,,,,,,80.49,0.604962713094546,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),18.22,43.18,-64.92,94.37,-22.19,,1.66,,,4.4425,,,,26.06,,,,,,,,,64.92,0.301735702412065,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SIZE_S,Size: Small (5-19),28.37,73.13,-73.04,90.98,,66.42,5.22,32.84,40.3,,,,,,,,,,,,,,73.04,0.994698193951177,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SIZE_S,Size: Small (5-19),28.37,53.33,-59.14,89.38,-15.94,,5.75,,,12.775,,16.69,,27.11,,,,,,,,,59.14,0.359806096901011,,
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),25.53,,-36.68,75.58,-21.25,48.41,33.59,50.72,12.21,6.325,7.75,61.14,,,,,,,,,,0.131632719275882,36.68,0.518799581573746,0.131632719275882,25.53
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SIZE_L,Size: Large (100+),65.52,,-27.51,84.4,,20.12,12.59,3.99,,16.9133333333333,,58.01,,,,99.29,44.92,,85.31,21.45,62.7425,0.745048664750259,27.51,-0.359052007649849,0.131632719275882,25.53
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),10.95,,-49.03,85.55,-20.02,14.16,36.77,60.28,46.17,7.02,4.91,23.32,,,,,,,,,,-0.970656094707201,49.03,0.914042088250928,-0.970656094707201,10.95
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SIZE_M,Size: Medium (20-99),51.96,,-33.09,69.67,,19.66,15.6,15.66,,13.6675,,22.08,,,,,14.29,,55.73,4.26,24.76,-1.56712452328367,33.09,-0.295682871234139,-0.970656094707201,10.95
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),8.33,,-58.48,94.55,,,,,,2.184,,,,,,,,,,,,,58.48,,,8.33
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SIZE_MI,Size: Micro (0-4),42.08,,-45.33,85.16,,2.27,5.34,4.07,,10.2425,,,,,,99.94,2.95,,52.23,1.38,39.125,,45.33,-0.44185243876155,,8.33
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),2.06,,-52.65,90.21,-33.59,5.1,21.87,40.44,12.78,0.786666666666667,1.59,16.3,,,,,,,,,,-1.34611400359671,52.65,0.211980669882966,-1.34611400359671,2.06
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SIZE_S,Size: Small (5-19),45.46,,-44.69,81.23,,8.49,3.9,13.32,,13.0675,,29.13,,,,99.75,12.22,,46.34,7.3,41.4025,-0.767450374313357,44.69,-0.352895484295485,-1.34611400359671,2.06
MLI,Mali,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),,,,,,,,,,,8.51,,,,,,,,,,,,,,,
MLI,Mali,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),,,,,24.72,,,,,,6.43,,,,,,,,,,,,,,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SIZE_L,Size: Large (100+),28.89,40,-21.36,73.33,21.17,2.22,20,2.22,,,5.89,51.11,27,,,,,,,,,0.0542352727627607,21.36,-0.547431879773387,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SIZE_M,Size: Medium (20-99),28.24,47.93,-30.75,80,20.56,5.29,8.24,5.88,5.88,,2.34,42.35,20.56,,,,,,,,,-0.40073723229623,30.75,-0.488205984465625,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SIZE_MI,Size: Micro (0-4),27.89,35.14,-39.89,88.63,,3.88,3.88,3.03,3.12,,,,,,,,,,,,,,39.89,-0.545601624885626,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SIZE_S,Size: Small (5-19),24.34,42.92,-32.74,80.88,24.83,5.92,8.11,3.95,3.51,,2.36,37.72,16.78,,,,,,,,,-0.573613124829246,32.74,-0.534875418478445,,
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SIZE_L,Size: Large (100+),95.58,62.52,-4.45,37.32,,67.1,51.39,73.65,64.16,53.6025,29.65,53.52,37.27,,,71.03,57.78,70.2,68.05,49.34,63.28,1.28457388446415,4.45,0.999332737138112,1.28457388446415,95.58
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SIZE_L,Size: Large (100+),90.4,59.44,-12.62,49.94,,65.9,47.92,67.57,57.98,58.9833333333333,46.02,56.12,34.63,76.01,45.12,,,,,,,1.97052975753143,12.62,1.11829681861874,1.28457388446415,95.58
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SIZE_M,Size: Medium (20-99),97.73,63.75,-5.95,35.6,,57.28,47.25,62.46,59.87,53.3175,31.33,63.11,37.39,,,84.16,63.04,82.51,72.28,52.81,70.96,1.60059331945443,5.95,0.772073411727569,1.60059331945443,97.73
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),93.56,63.43,-15.77,50.11,,67.6,41.67,64.29,54.09,54.6633333333333,38.45,52.41,31.43,76.28,64.08,,,,,,,1.5181847674039,15.77,1.20907497388633,1.60059331945443,97.73
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SIZE_MI,Size: Micro (0-4),74.53,49.53,-18.33,45.28,,29.25,16.51,40.57,28.77,33.1375,,,,,,71.43,39.52,68.57,43.33,51.43,54.856,,18.33,-0.117264215404263,,74.53
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),69.42,50.7,-37.22,66.44,,30.34,7.03,35.38,33.33,29.32,,,,67.15,57.51,,,,,,,,37.22,0.462203898711008,,74.53
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SIZE_S,Size: Small (5-19),86.36,53.64,-12.45,44.55,,44.55,25,48.64,39.55,43.5225,24.47,57.27,34.5,,,82.33,51.63,75.35,55.81,48.37,62.698,1.10739590640737,12.45,0.213445894622708,1.10739590640737,86.36
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SIZE_S,Size: Small (5-19),91.1,52.77,-26.95,61.53,,35.84,17.52,59.7,50.21,52.39,38.03,61.67,28.88,64.08,37.58,,,,,,,1.58657263599764,26.95,0.597596774491492,1.10739590640737,86.36
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SIZE_M,Size: Medium (20-99),,55.47,-50.13,88.28,15.72,,33.78,58.11,48.65,3.285,12.88,55.78,,,,,,,,,,0.313867909921836,50.13,1.15343242156582,,
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SIZE_MI,Size: Micro (0-4),,,-45.52,88.23,,,14.39,51.7,36.5,,,,,,,,,,,,,,45.52,0.710697466909991,,
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SIZE_S,Size: Small (5-19),,43.33,-47.43,89.09,16.34,,27,52.13,50.34,4.42333333333333,11.15,33.91,,,,,,,,,,-0.328914376200316,47.43,0.919343751820285,,
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SIZE_L,Size: Large (100+),10.46,55.69,-38.69,72.38,-4.89,,11.38,,,5.23,16.11,47.69,,37.11,,,,,,,,0.312842311031058,38.69,0.182493590897635,,
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),1.56,84.38,-67.27,87.3,-28.59,56.25,3.12,42.19,23.44,1.56,6.23,20.31,1.7,,,,,,,,,-1.09134096262977,67.27,0.831961683596866,-1.09134096262977,1.56
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),11.26,72.26,-63.25,85.47,-9.5,,11.03,,,2.64,13.71,41.3,,35.3,,,,,,,,0.00913394563837802,63.25,0.719039711413611,-1.09134096262977,1.56
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),2.4,80.77,-66.22,88.89,-30.33,32.21,1.92,16.35,8.65,1.2,,,,,,,,,,,,,66.22,0.303805709913943,,2.4
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),9.66,70.09,-62.76,87.82,-8.99,,3.81,,,2.5375,,,,40.16,37.26,,,,,,,,62.76,0.529228396528652,,2.4
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),2.35,85.45,-63.13,88.63,-25.2,60.09,6.57,36.62,23,1.88,6.52,18.31,4.98,,,,,,,,,-1.02729182031095,63.13,0.834932018716235,-1.02729182031095,2.35
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SIZE_S,Size: Small (5-19),7.82,76.57,-66.68,91.97,-11.27,,12.92,,,2.06,9.8,28.61,,40.16,29.62,,,,,,,-0.541626492299968,66.68,0.682485069347526,-1.02729182031095,2.35
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SIZE_L,Size: Large (100+),20.45,45.45,-22.14,51.16,,41.38,17.24,27.06,14.12,3.636,,54.55,20.49,,,,,,,,,0.161100162393127,22.14,-0.213873215531066,0.161100162393127,20.45
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SIZE_L,Size: Large (100+),32.96,25.7,-12.11,42.87,,21.32,9.95,12.54,6.27,10.91,,75.96,,,,,,,,,,0.212879665580873,12.11,-0.887242465599103,0.161100162393127,20.45
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SIZE_L,Size: Large (100+),23.02,28.51,-10.53,55.52,8.64,16.42,21.66,8.77,6.13,3.675,9.1,63.16,,26.62,,,,,,,,0.263814937738384,10.53,-0.637022366567487,0.161100162393127,32.96
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),12.21,54.46,-53.37,86.08,,31.43,24.17,32.2,14.63,3.6,,58.02,31.73,,,,,,,,,0.682997250189005,53.37,0.397502384431872,0.682997250189005,12.21
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SIZE_M,Size: Medium (20-99),19.6,53.51,-30,61.96,,13.24,22.13,21.39,3.34,4.61,4.41,69.73,28.94,,,,,,,,,0.34889387789932,30,-0.298629591182291,0.682997250189005,12.21
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),23.66,35.64,-30.82,64.27,11.75,23.55,19.91,13.22,6.08,8.365,15.37,63.79,,21.75,56.83,,,,,,,0.662856027263962,30.82,-0.216488551604994,0.34889387789932,19.6
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),9.49,54.24,-53.1,78.51,,13.57,10.48,20.79,4.81,2.6,,,,,,,,,,,,,53.1,-0.103524215483995,,9.49
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SIZE_MI,Size: Micro (0-4),20.17,44.21,-36.79,72.29,1.88,12.42,9.31,5.23,2.85,6,,,,,,,,,,,,,36.79,-0.499974484623191,,9.49
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),19.69,37.05,-39.8,69.34,5.7,15.22,13.33,11.22,4.11,4.03333333333333,,,,26.37,56.93,,,,,,,,39.8,-0.219523100808873,,20.17
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SIZE_S,Size: Small (5-19),12.21,56.49,-59.81,82.67,,28.94,21.39,30.81,9.14,2.67,,34.86,30.16,,,,,,,,,0.0533791474027052,59.81,0.328497882019291,0.0533791474027052,12.21
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SIZE_S,Size: Small (5-19),19.12,51.47,-34.81,73.87,10.59,20.32,17.9,14.6,4.89,10.22,7.48,51.14,21.13,,,,,,,,,-0.0324700118303374,34.81,-0.218214725559353,0.0533791474027052,12.21
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SIZE_S,Size: Small (5-19),20.48,43.83,-36.87,72.07,11.78,20.01,19.44,16.77,8.3,3.38,5.72,59.72,,31.96,51.68,,,,,,,-0.027418093490658,36.87,-0.0480174322809883,-0.0324700118303374,19.12
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SIZE_L,Size: Large (100+),43.81,,-49.22,82.78,,,,,,10.515,21.95,35.69,,,,,,,,,,0.375488515395362,49.22,,0.375488515395362,43.81
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SIZE_L,Size: Large (100+),27.13,72.91,-46.75,87.1,,52.31,67.25,60.71,47.53,2.775,,56.05,,,,,,,,,,0.887717201251069,46.75,1.58624241170258,0.375488515395362,43.81
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SIZE_L,Size: Large (100+),36.17,72.11,-50.61,85.39,-5.02,58.61,55.52,50.43,77,,21.51,78.24,,60.77,,,,,,,,1.39325008729167,50.61,1.73103259626807,0.375488515395362,27.13
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),35.6,,-56.77,90.72,,,,,,9.8925,15.45,40.02,,,,,,,,,,0.0841538665681743,56.77,,0.0841538665681743,35.6
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SIZE_M,Size: Medium (20-99),29.14,82.72,-51.76,87.51,,61.75,63.84,74.65,60.21,4.982,,56.77,,,,,,,,,,0.237429102740004,51.76,1.94534215014907,0.0841538665681743,35.6
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SIZE_M,Size: Medium (20-99),27.49,84.06,-55.98,95.21,-11.69,48.33,52.51,44.94,39,,11.92,61.22,,51.64,,,,,,,,0.388700741053379,55.98,1.41922245297453,0.0841538665681743,29.14
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),20.87,,-57.49,92.43,,,,,,5,,,,,,,,,,,,,57.49,,,20.87
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SIZE_MI,Size: Micro (0-4),14.28,77.84,-56.42,87.51,,33.81,38.16,46.66,37.23,1.712,,,,,,,,,,,,,56.42,1.06930024948304,,20.87
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),15.8,76.74,-53.7,88.6,-5.99,30.84,29.92,36.67,35.1,,,,,57.58,,,,,,,,,53.7,0.961063006269109,,14.28
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SIZE_S,Size: Small (5-19),24.02,,-61.06,93.75,,,,,,6.55,12.79,21.88,,,,,,,,,,-0.52394388340786,61.06,,-0.52394388340786,24.02
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SIZE_S,Size: Small (5-19),23.91,83.17,-54.57,90.49,,55.67,56.98,68.6,46.76,4.048,,61.7,,,,,,,,,,-0.0842535577399561,54.57,1.71370641009957,-0.52394388340786,24.02
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SIZE_S,Size: Small (5-19),32.19,80.65,-58.2,91.41,-3.53,37.12,38.43,41.48,35.2,,11.19,61.45,,54.29,,,,,,,,0.349689181971505,58.2,1.15798946511089,-0.52394388340786,23.91
POL,Poland,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),48.97,18.04,-17.71,62.78,-8.79,60.11,35.26,30.69,20.83,16.186,5.74,40.21,12.06,,,,,,,,,-0.517263179023806,17.71,0.050928055824434,-0.517263179023806,48.97
POL,Poland,2020-09,2020-09-01,WB_BPS_SIZE_L,Size: Large (100+),62.42,7.64,-4.63,36.91,,61.14,42.18,2.41,0.57,21.718,1.82,37.23,8.58,,,,48.36,82.09,64.51,29.18,56.035,-0.460389625885798,4.63,-0.635272362013139,-0.517263179023806,48.97
POL,Poland,2021-02,2021-02-01,WB_BPS_SIZE_L,Size: Large (100+),70.88,4.57,1.59,31.63,6.56,61.05,34.12,,2.12,7.73333333333333,3.42,39.44,11.6,8.05,,,,,,,,-0.636400073205788,-1.59,-0.792960387161315,-0.460389625885798,62.42
POL,Poland,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),63.25,26.68,-22.62,69.74,-10.77,63.12,29.08,23.87,22.47,22.094,6.6,33.48,10.72,,,,,,,,,-0.627052931856454,22.62,0.122167253287396,-0.627052931856454,63.25
POL,Poland,2020-09,2020-09-01,WB_BPS_SIZE_M,Size: Medium (20-99),79.05,18.86,-9.04,45.5,,49.7,29.56,3.13,3.81,29.122,4.91,36.2,12.56,,,97.03,38.09,73.18,47.13,25.29,56.144,-0.299148473619422,9.04,-0.632299700672991,-0.627052931856454,63.25
POL,Poland,2021-02,2021-02-01,WB_BPS_SIZE_M,Size: Medium (20-99),77.99,13.1,-6.27,43.15,3.07,51.1,26.3,4.47,1.64,7.695,7.17,42.25,10.59,6.46,,,,,,,,-0.463627094948119,6.27,-0.798612695568221,-0.299148473619422,79.05
POL,Poland,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),71.43,,-32.49,67.5,,8.93,2.68,13.1,5.36,21.548,,,,,,,,,,,,,32.49,-0.686589234601989,,71.43
POL,Poland,2020-09,2020-09-01,WB_BPS_SIZE_MI,Size: Micro (0-4),84.74,15.12,-18.26,50.58,,5.99,1.5,9.16,0.14,28.052,,,,,,84.92,33.52,73.1,17.02,33.54,48.42,,18.26,-1.13119097319671,,71.43
POL,Poland,2021-02,2021-02-01,WB_BPS_SIZE_MI,Size: Micro (0-4),89.83,14.8,-23.24,60.04,-1.39,7.43,3.11,13.49,3.11,12.97,,,,7.39,,,,,,,,,23.24,-0.960596971373982,,84.74
POL,Poland,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),74.16,28.66,-30.57,75.81,-11.89,42.13,8.43,21.75,14.89,25.844,8.83,32.76,12.79,,,,,,,,,-0.494273009409785,30.57,-0.200438384467381,-0.494273009409785,74.16
POL,Poland,2020-09,2020-09-01,WB_BPS_SIZE_S,Size: Small (5-19),89.1,20.99,-14.59,55.78,,43.63,15.38,3.54,3.39,34.466,4.93,35.58,12,,,99.56,34.26,71.84,43.47,22.89,54.404,-0.34978165569081,14.59,-0.686206477002052,-0.494273009409785,74.16
POL,Poland,2021-02,2021-02-01,WB_BPS_SIZE_S,Size: Small (5-19),84.01,31.29,-25.29,68.36,-1.21,43.72,9.11,3.23,1.74,8.4975,7.56,44.9,17.71,5.85,,,,,,,,-0.219926522711426,25.29,-0.604153940472842,-0.34978165569081,89.1
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),27.27,6.25,-22.33,65.15,30.56,21.88,15.62,25,17.19,8.08,2.6,60,39.54,18.75,,,,,,,,0.390373342906572,22.33,-0.517373794076865,,
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),23.7,7.88,-33.54,71.68,23.68,3.03,1.21,11.52,8.48,5.925,,,,21.95,,,,,,,,,33.54,-0.769375580641705,,
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SIZE_S,Size: Small (5-19),17.04,10.45,-26.97,67.41,28.15,17.16,5.22,16.42,11.19,4.19666666666667,4.47,57.46,33.59,14.93,,,,,,,,0.27095002790813,26.97,-0.699460039174338,,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SIZE_M,Size: Medium (20-99),,,-45.9,87.45,,6.69,29.3,5.39,26.01,,15.93,27.54,,,,,,,,,,-0.19288809806424,45.9,0.0578864505001705,-0.19288809806424,
PSE,West Bank and Gaza,2021-07,2021-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),,,,,,,,,,,,63.64,,,,,,,,,,-0.19288809806424,,,-0.19288809806424,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SIZE_MI,Size: Micro (0-4),,,-42.58,82.7,,9.14,8.82,2.66,7.78,,,,,,,,,,,,,,42.58,-0.454181980643229,,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SIZE_S,Size: Small (5-19),,,-46.2,84.84,,15.83,35.1,8.62,13.37,,9.79,19.14,,,,,,,,,,-0.7747437798283,46.2,0.0784813760765182,-0.7747437798283,
PSE,West Bank and Gaza,2021-07,2021-07-01,WB_BPS_SIZE_S,Size: Small (5-19),,,,,,,,,,,,38.64,,,,,,,,,,-0.7747437798283,,,-0.7747437798283,
ROU,Romania,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),44.34,27.36,-18.08,55,6.66,27.36,9.43,19.81,16.98,17.9266666666667,5.8,33.96,11.33,,,,,,,,,-0.636023525438447,18.08,-0.550834671463876,-0.636023525438447,44.34
ROU,Romania,2020-11,2020-11-01,WB_BPS_SIZE_L,Size: Large (100+),64.86,32.04,-15,40.2,2.67,35.8,16.06,10.68,11.69,9.558,12.13,72.02,29.22,,,98.27,45.68,55.35,43.41,10.74,50.69,0.582390520513321,15,-0.643370537815187,-0.636023525438447,44.34
ROU,Romania,2021-05,2021-05-01,WB_BPS_SIZE_L,Size: Large (100+),49.77,36.89,1.1,18.5,7.14,58.12,38.8,13.52,6.39,13.8625,8.68,51.79,23.62,27.39,,,,,,,,0.0916050792961189,-1.1,-0.462173957875428,0.582390520513321,64.86
ROU,Romania,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),40.89,39.16,-25.54,61.74,6.17,18.21,9.58,21.73,26.52,10.096,5.17,38.98,10.53,,,,,,,,,-0.600272102152811,25.54,-0.322049871088075,-0.600272102152811,40.89
ROU,Romania,2020-11,2020-11-01,WB_BPS_SIZE_M,Size: Medium (20-99),54.09,37.4,-15.89,44.45,0.85,24.36,17.16,11.55,12.2,8.266,8.47,77.8,18.25,,,90.93,36.99,54.4,47.2,21.03,50.11,0.317368678795951,15.89,-0.622895467932445,-0.600272102152811,40.89
ROU,Romania,2021-05,2021-05-01,WB_BPS_SIZE_M,Size: Medium (20-99),46.39,22.52,-14.8,44.62,10.05,39.77,14.16,25.29,14.33,9.615,3.32,75.9,18.48,9.32,6.96,,,,,,,0.134497467063401,14.8,-0.763830266349129,0.317368678795951,54.09
ROU,Romania,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),27.57,,-43.15,71.23,,8.88,6.07,18.22,27.57,7.395,,,,,,,,,,,,,43.15,-0.243901297952508,,27.57
ROU,Romania,2020-11,2020-11-01,WB_BPS_SIZE_MI,Size: Micro (0-4),31.44,42.1,-31.69,67.99,0.69,10.44,10.94,24.07,18.34,4.128,,,,,,91.64,15,49.43,38.8,20.57,43.088,,31.69,-0.302124741997772,,27.57
ROU,Romania,2021-05,2021-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),30.99,20.03,-24.76,63.2,12.75,7.75,16.72,9.48,8.55,3.6475,,,,3.41,,,,,,,,,24.76,-0.78456832299559,,31.44
ROU,Romania,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),38.87,48.6,-40.84,73.88,6.02,21.26,12.29,34.22,39.53,10.8775,6.23,42.28,9.52,,,,,,,,,-0.529187811770876,40.84,0.212168163371366,-0.529187811770876,38.87
ROU,Romania,2020-11,2020-11-01,WB_BPS_SIZE_S,Size: Small (5-19),47.9,42.13,-27.36,60.82,2.01,24.08,16.76,29.57,22.14,5.734,5.26,61.71,16.31,,,92.37,32.01,54.1,41.33,19.58,47.878,-0.0580419342940766,27.36,-0.158916778315082,-0.529187811770876,38.87
ROU,Romania,2021-05,2021-05-01,WB_BPS_SIZE_S,Size: Small (5-19),50.47,24.61,-22.77,59.12,14.3,20.16,20.55,19.2,14.96,8.03333333333333,6.23,69.42,10.74,5.37,,,,,,,,-0.0533638942197522,22.77,-0.558082504020997,-0.0580419342940766,47.9
SDN,Sudan,2020-07,2020-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),,59.82,-46.17,79.35,,,6.69,1.06,4.58,,,,,,,,,,,,,,46.17,-0.214339089920299,,
SDN,Sudan,2020-07,2020-07-01,WB_BPS_SIZE_S,Size: Small (5-19),,54.05,-56.28,86.05,,,8.77,15.79,15.79,,,4.65,,,,,,,,,,,56.28,0.157830636615378,,
SEN,Senegal,2020-05,2020-05-01,WB_BPS_SIZE_L,Size: Large (100+),9.31,54.5,-38.63,87.74,-19.55,64.47,14.87,67.36,25.83,3.14,15.69,61.16,17.52,,,,,,,,,0.372867514115326,38.63,0.799856984689996,0.372867514115326,9.31
SEN,Senegal,2020-12,2020-12-01,WB_BPS_SIZE_L,Size: Large (100+),17.32,55.76,-34.48,70.15,10.4,10.38,14.91,9.01,5.12,4.52,11.61,69.92,21.06,,,84.95,30.86,1.15,,3.01,29.9925,-0.00743952684232596,34.48,-0.358979098978073,0.372867514115326,9.31
SEN,Senegal,2020-05,2020-05-01,WB_BPS_SIZE_M,Size: Medium (20-99),2.31,64.13,-54.53,85.17,-11.08,39.8,4.33,67.2,14.52,,8.64,28.09,4.92,,,,,,,,,-0.782306132101318,54.53,0.58545520241932,-0.782306132101318,2.31
